program_id,parent_program_id,short_title,title,long_title,variants,school_id,diploma,field,city
P1517,P1514,DN MADE Droit — Red Team,DN MADE Droit — Red Team,,"{""track"": ""red team"", ""school_id"": ""S27""}",S27,DN MADE,Droit,Grenoble
P1489,P1488,MBA Sciences Politiques - en,MBA Sciences Politiques — en ,,"{""language"": ""en""}",S11,MBA,Sciences Politiques,Toulouse
P1628,P1626,Licence Tourisme — en,Licence Tourisme — en,,"{""language"": ""en""}",S28,Licence,Tourisme,Toulouse
P1006,P1005,Diplôme d'ingénieur Génie Civil — Camp,Diplôme d'ingénieur Génie Civil — Campus,,"{""school_id"": ""S30""}",S30,Diplôme d'ingénieur,Génie Civil,Rennes
P1108,,Bachelor Finance,Bachelor Finance,,,S16,Bachelor,Finance,Grenoble
P1271,,MBA Biologie,MBA Biologie,,,S18,MBA,Biologie,Lyon
P1152,P1151,BTS Architecture — es,BTS Architecture — es,,"{""language"": ""es""}",S26,BTS,Architecture,Lille
P1424,P1422,MSc Finance — es,MSc Finance — es,,"{""language"": ""es""}",S19,MSc,Finance,Lille
P1270,P1268,Licence Pro Cinéma — Red Team,Licence Pro Cinéma — Red Team,,"{""track"": ""red team""}",S29,Licence Pro,Cinéma,Bordeaux
P1211,P1210,MSc Sciences Politiques - en,MSc Sciences Politiques — en ,,"{""language"": ""en"", ""school_id"": ""S16""}",S16,MSc,Sciences Politiques,Grenoble
P1678,P1677,BUT Biologie — Excellence,BUT Biologie — Excellence,,"{""track"": ""excellence""}",S10,BUT,Biologie,Paris
P1442,,BTS Génie Civil,BTS Génie Civil,,,S15,BTS,Génie Civil,Paris
P1782,,BUT Génie Mécanique,BUT Génie Mécanique,,,S11,BUT,Génie Mécanique,Toulouse
P1317,,BTS Informatique,BTS Informatique,,,S14,BTS,Informatique,Strasbourg
P1536,,Licence Pro Génie Mécanique,Licence Pro Génie Mécanique,,,S16,Licence Pro,Génie Mécanique,Grenoble
P1274,P1271,MBA Biologie — IT,MBA Biologie — IT,,"{""language"": ""IT"", ""school_id"": ""S32""}",S32,MBA,Biologie,Toulouse
P1284,P1283,Licence Pro Finance — Alternance / Cam,Licence Pro Finance — Alternance / Campus,,"{""apprenticeship"": ""true"", ""school_id"": ""S22""}",S22,Licence Pro,Finance,Strasbourg
P1188,P1186,Master Logistique — Campus,Master Logistique — Campus,,"{""school_id"": ""S36""}",S36,Master,Logistique,Paris
P1196,P1195,MSc Cinéma — IT / Cyber,MSc Cinéma — IT / Cyber,,"{""language"": ""IT"", ""track"": ""cyber""}",S26,MSc,Cinéma,Lille
P1319,P1317,BTS Informatique — EN,BTS Informatique — EN,,"{""language"": ""EN""}",S14,BTS,Informatique,Strasbourg
P1205,,Master Architecture,Master Architecture,Master Architecture — programme complet (ancien libellé),,S13,Master,Architecture,Paris
P1645,P1642,MBA Sciences Politiques — Excellence,MBA Sciences Politiques — Excellence,,"{""track"": ""excellence"", ""school_id"": ""S19""}",S19,MBA,Sciences Politiques,Lille
P1823,P1821,BUT Informatique — anglais,BUT Informatique — anglais,,"{""language"": ""anglais""}",S26,BUT,Informatique,Lille
P1465,,Diplôme d'ingenieur Psychologie,Diplôme d'ingénieur Psychologie ,,,S35,Diplôme d'ingénieur,Psychologie,Paris
P1833,P1832,DN MADE Data Science - Recherche,DN MADE Data Science — Recherche ,,"{""track"": ""recherche""}",S22,DN MADE,Data Science,Strasbourg
P1014,P1013,DN MADE Génie Mécanique — Alternance /,DN MADE Génie Mécanique — Alternance / Campus,,"{""apprenticeship"": true, ""school_id"": ""S15""}",S15,DN MADE,Génie Mécanique,Paris
P1310,P1309,BUT Génie Civil — IT,BUT Génie Civil — IT,,"{""language"": ""IT""}",S23,BUT,Génie Civil,Lille
P1754,,MSc Génie Civil,MSc Génie Civil,,,S36,MSc,Génie Civil,Paris
P1680,P1679,Diplôme d'ingénieur Marketing — Englis,Diplôme d'ingénieur Marketing — English / Alternance,,"{""language"": ""English"", ""apprenticeship"": ""oui""}",S18,Diplôme d'ingénieur,Marketing,Lyon
P1775,P1771,Diplôme d'ingénieur Économie — IT / Al,Diplôme d'ingénieur Économie — IT / Alternance,,"{""language"": ""IT"", ""apprenticeship"": ""oui""}",S31,Diplôme d'ingénieur,Économie,Nantes
P1161,P1160,DN MADE Finance — IT / Alternance,DN MADE Finance — IT / Alternance,,"{""language"": ""IT"", ""apprenticeship"": true, ""school_id"": ""S36""}",S36,DN MADE,Finance,Paris
P1259,P1258,BTS Logistique - English,BTS Logistique — English ,,"{""language"": ""English""}",S25,BTS,Logistique,Rennes
P1038,,Licence Pro Management Hôtelier,Licence Pro Management Hôtelier,,,S11,Licence Pro,Management Hôtelier,Toulouse
P1469,,MSc Génie Civil,MSc Génie Civil,MSc Génie Civil — programme complet (ancien libellé),,S13,MSc,Génie Civil,Paris
P1729,,Bachelor Informatique,Bachelor Informatique,,,S14,Bachelor,Informatique,Strasbourg
P1816,P1814,MSc Architecture — anglais / Alternanc,MSc Architecture — anglais / Alternance,,"{""language"": ""anglais"", ""apprenticeship"": ""oui""}",S24,MSc,Architecture,Strasbourg
P1599,P1598,Licence Pro Finance — en,Licence Pro Finance — en,,"{""language"": ""en"", ""school_id"": ""S36""}",S36,Licence Pro,Finance,Paris
P1694,P1693,MSc Cinéma — en,MSc Cinéma — en,,"{""language"": ""en""}",S19,MSc,Cinéma,Lille
P1036,P1035,Diplôme d'ingénieur Management Hôtelie,Diplôme d'ingénieur Management Hôtelier — Alternance / International,,"{""apprenticeship"": ""oui"", ""track"": ""international"", ""school_id"": ""S15""}",S15,Diplôme d'ingénieur,Management Hôtelier,Paris
P1309,,BUT Génie Civil,BUT Génie Civil,,,S23,BUT,Génie Civil,Lille
P200,,Bachelor Info,Bachelor Informatique,,,S20,Bachelor,Informatique,Lyon
P1109,P1108,Bachelor Finance — EN / Excellence,Bachelor Finance — EN / Excellence,,"{""language"": ""EN"", ""track"": ""excellence""}",S16,Bachelor,Finance,Grenoble
P1525,P1523,Licence Marketing — es,Licence Marketing — es,,"{""language"": ""es""}",S35,Licence,Marketing,Paris
P1721,P1720,CPGE Marketing — EN,CPGE Marketing — EN,,"{""language"": ""EN""}",S29,CPGE,Marketing,Bordeaux
P1387,P1386,MBA Architecture — Alternance,MBA Architecture — Alternance,,"{""apprenticeship"": true}",S15,MBA,Architecture,Paris
P1461,P1457,BUT Cinéma — es,BUT Cinéma — es,,"{""language"": ""es""}",S11,BUT,Cinéma,Toulouse
P1028,P1025,Licence Pro Design — Campus,Licence Pro Design — Campus,,"{""school_id"": ""S17""}",S17,Licence Pro,Design,Lyon
P1014,P1013,DN MADE Genie Mecanique - Alternance /,DN MADE GÉNIE MÉCANIQUE — ALTERNANCE / CAMPUS,,"{""apprenticeship"": true, ""school_id"": ""S15""}",S15,DN MADE,Génie Mécanique,Paris
P1201,P1199,MSc Commerce — English / Excellence,MSc Commerce — English / Excellence,,"{""language"": ""English"", ""track"": ""excellence""}",S35,MSc,Commerce,Paris
P1840,,BTS Design,BTS Design ,,,S30,BTS,Design,Rennes
P1683,P1679,Diplôme d'ingénieur Marketing — anglai,Diplôme d'ingénieur Marketing — anglais,,"{""language"": ""anglais""}",S18,Diplôme d'ingénieur,Marketing,Lyon
P1519,P1518,Master Data Science — Alternance / Dou,Master Data Science — Alternance / Double-Diplôme,,"{""apprenticeship"": true, ""track"": ""double-diplôme""}",S34,Master,Data Science,Paris
P1832,,DN MADE Data Science,DN MADE Data Science,,,S22,DN MADE,Data Science,Strasbourg
P1835,,CPGE Ressources Humaines,CPGE RESSOURCES HUMAINES,,,S10,CPGE,Ressources Humaines,Paris
P1778,P1776,Licence Cinéma — Alternance / Recherch,Licence Cinéma — Alternance / Recherche,,"{""apprenticeship"": true, ""track"": ""recherche"", ""school_id"": ""S34""}",S34,Licence,Cinéma,Paris
P1137,P1134,BTS Droit — es / Double-Diplôme,BTS Droit — es / Double-Diplôme,,"{""language"": ""es"", ""track"": ""double-diplôme""}",S18,BTS,Droit,Lyon
P1846,P1845,Licence Pro Psychologie - Internationa,Licence Pro Psychologie — International ,,"{""track"": ""international""}",S15,Licence Pro,Psychologie,Paris
P1785,P1782,BUT Génie Mécanique — es,BUT Génie Mécanique — es,,"{""language"": ""es""}",S11,BUT,Génie Mécanique,Toulouse
P1308,P1305,BTS Commerce — Alternance,BTS Commerce — Alternance,,"{""apprenticeship"": true}",S32,BTS,Commerce,Toulouse
P1527,P1526,Licence Pro Data Science — anglais,Licence Pro Data Science — anglais,,"{""language"": ""anglais""}",S20,Licence Pro,Data Science,Strasbourg
P1741,P1740,DN MADE Management Hôtelier — Campus,DN MADE Management Hôtelier — Campus,,"{""school_id"": ""S36""}",S36,DN MADE,Management Hôtelier,Paris
P1486,P1485,MBA Tourisme — English / Alternance,MBA Tourisme — English / Alternance,,"{""language"": ""English"", ""apprenticeship"": ""true"", ""school_id"": ""S29""}",S29,MBA,Tourisme,Bordeaux
P1339,,DN MADE Droit,DN MADE Droit,,,S36,DN MADE,Droit,Paris
P1185,P1183,CPGE Chimie — Alternance,CPGE Chimie — Alternance,,"{""apprenticeship"": ""true""}",S14,CPGE,Chimie,Strasbourg
P1148,P1145,BUT Droit — en,BUT Droit — en,,"{""language"": ""en""}",S15,BUT,Droit,Paris
P1469,,MSc Génie Civil,MSc Génie Civil,MSc Génie Civil — programme complet (ancien libellé),,S13,MSc,Génie Civil,Paris
P1485,,MBA Tourisme,MBA Tourisme,,,S25,MBA,Tourisme,Rennes
P1346,,BUT Communication,BUT Communication ,,,S17,BUT,Communication,Lyon
P1397,P1395,Master Communication - English,MASTER COMMUNICATION — ENGLISH,,"{""language"": ""English""}",S19,Master,Communication,Lille
P1140,P1138,CPGE Biologie - en / Alternance,CPGE BIOLOGIE — EN / ALTERNANCE,,"{""language"": ""en"", ""apprenticeship"": ""oui"", ""school_id"": ""S23""}",S23,CPGE,Biologie,Lille
P1445,P1442,BTS Génie Civil — Campus,BTS Génie Civil — Campus,,"{""school_id"": ""S32""}",S32,BTS,Génie Civil,Toulouse
P1085,P1084,BUT Biologie — EN / Excellence,BUT Biologie — EN / Excellence,,"{""language"": ""EN"", ""track"": ""excellence"", ""school_id"": ""S11""}",S11,BUT,Biologie,Toulouse
P1128,P1127,Master Psychologie - English,Master Psychologie — English ,,"{""language"": ""English"", ""school_id"": ""S16""}",S16,Master,Psychologie,Grenoble
P1787,,Licence Pro Data Science,Licence Pro Data Science,,,S23,Licence Pro,Data Science,Lille
P1029,P1025,Licence Pro Design — en / Excellence,Licence Pro Design — en / Excellence,,"{""language"": ""en"", ""track"": ""excellence"", ""school_id"": ""S32""}",S32,Licence Pro,Design,Toulouse
P1794,,Master Logistique,Master Logistique,,,S16,Master,Logistique,Grenoble
P1374,P1372,Diplôme d'ingénieur Logistique — IT,Diplôme d'ingénieur Logistique — IT,,"{""language"": ""IT""}",S35,Diplôme d'ingénieur,Logistique,Paris
P1105,P1103,DN MADE Sciences Politiques — EN,DN MADE Sciences Politiques — EN,,"{""language"": ""EN""}",S10,DN MADE,Sciences Politiques,Paris
P1452,,MSc Psychologie,MSc Psychologie ,,,S35,MSc,Psychologie,Paris
P1879,P1878,BUT Cinéma — IT,BUT Cinéma — IT,,"{""language"": ""IT""}",S18,BUT,Cinéma,Lyon
P1528,P1526,Licence Pro Data Science — Alternance,Licence Pro Data Science — Alternance,,"{""apprenticeship"": ""true""}",S20,Licence Pro,Data Science,Strasbourg
P1212,P1210,MSc Sciences Politiques — Cyber,MSc Sciences Politiques — Cyber,,"{""track"": ""cyber""}",S30,MSc,Sciences Politiques,Rennes
P1300,,MBA Architecture,MBA Architecture,,,S11,MBA,Architecture,Toulouse
P1840,,BTS Design,BTS Design,,,S30,BTS,Design,Rennes
P1453,P1452,MSc Psychologie — Data,MSc Psychologie — Data,,"{""track"": ""data"", ""school_id"": ""S31""}",S31,MSc,Psychologie,Nantes
P1371,P1369,Bachelor Design — Alternance,Bachelor Design — Alternance,,"{""apprenticeship"": 1}",S26,Bachelor,Design,Lille
P1234,P1233,MBA Génie Civil — anglais,MBA Génie Civil — anglais,,"{""language"": ""anglais""}",S31,MBA,Génie Civil,Nantes
P1499,,Bachelor Communication,Bachelor Communication,Bachelor Communication — programme complet (ancien libellé),,S30,Bachelor,Communication,Rennes
P1079,P1077,MBA Commerce — IT,MBA Commerce — IT,,"{""language"": ""IT"", ""school_id"": ""S31""}",S31,MBA,Commerce,Nantes
P1585,P1583,MSc Informatique — Alternance / Excell,MSc Informatique — Alternance / Excellence,,"{""apprenticeship"": 1, ""track"": ""excellence""}",S34,MSc,Informatique,Paris
P1269,P1268,Licence Pro Cinéma — en,Licence Pro Cinéma — en,,"{""language"": ""en""}",S29,Licence Pro,Cinéma,Bordeaux
P1023,P1020,Diplôme d'ingénieur Biologie — Campus,Diplôme d'ingénieur Biologie — Campus,,"{""school_id"": ""S28""}",S28,Diplôme d'ingénieur,Biologie,Toulouse
P1717,P1714,Bachelor Génie Mécanique — Alternance,Bachelor Génie Mécanique — Alternance,,"{""apprenticeship"": true}",S30,Bachelor,Génie Mécanique,Rennes
P1313,,Master Biologie,Master Biologie,,,S24,Master,Biologie,Strasbourg
P1869,,Licence Tourisme,Licence Tourisme,,,S35,Licence,Tourisme,Paris
P1713,P1712,MBA Informatique — en / Recherche,MBA Informatique — en / Recherche,,"{""language"": ""en"", ""track"": ""recherche""}",S17,MBA,Informatique,Lyon
P1144,P1143,Master Logistique — es / Alternance,Master Logistique — es / Alternance,,"{""language"": ""es"", ""apprenticeship"": ""oui""}",S28,Master,Logistique,Toulouse
P1760,P1759,DN MADE Management Hôtelier — Internat,DN MADE Management Hôtelier — International,,"{""track"": ""international"", ""school_id"": ""S33""}",S33,DN MADE,Management Hôtelier,Lille
P1792,P1791,DN MADE Ressources Humaines — en,DN MADE Ressources Humaines — en,,"{""language"": ""en"", ""school_id"": ""S26""}",S26,DN MADE,Ressources Humaines,Lille
P1552,,MBA Communication,MBA Communication,,,S35,MBA,Communication,Paris
P1861,P1860,MSc Sciences Politiques - Campus,MSc Sciences Politiques — Campus ,,"{""school_id"": ""S31""}",S31,MSc,Sciences Politiques,Nantes
P1600,,MBA Génie Civil,MBA Génie Civil,,,S31,MBA,Génie Civil,Nantes
P1182,P1180,Bachelor Communication — en,Bachelor Communication — en,,"{""language"": ""en""}",S35,Bachelor,Communication,Paris
P1389,,Licence Pro Langues,Licence Pro Langues,,,S18,Licence Pro,Langues,Lyon
P1611,P1610,CPGE Génie Civil — en / Alternance / C,CPGE Génie Civil — en / Alternance / Cyber,,"{""language"": ""en"", ""apprenticeship"": ""oui"", ""track"": ""cyber""}",S28,CPGE,Génie Civil,Toulouse
P1575,,Diplôme d'ingénieur Économie,Diplôme d'ingénieur Économie,,,S17,Diplôme d'ingénieur,Économie,Lyon
P1160,,DN MADE Finance,DN MADE Finance,,,S32,DN MADE,Finance,Toulouse
P1853,,DN MADE Management Hôtelier,DN MADE Management Hôtelier,,,S23,DN MADE,Management Hôtelier,Lille
P1538,,DN MADE Architecture,DN MADE Architecture,,,S35,DN MADE,Architecture,Paris
P1632,,Diplôme d'ingénieur Logistique,Diplôme d'ingénieur Logistique,,,S33,Diplôme d'ingénieur,Logistique,Lille
P1375,P1372,Diplôme d'ingénieur Logistique — Engli,Diplôme d'ingénieur Logistique — English / Alternance,,"{""language"": ""English"", ""apprenticeship"": true}",S35,Diplôme d'ingénieur,Logistique,Paris
P1338,P1334,MBA Cinéma — English,MBA Cinéma — English,,"{""language"": ""English""}",S11,MBA,Cinéma,Toulouse
P1022,P1020,Diplôme d'ingénieur Biologie — Alterna,Diplôme d'ingénieur Biologie — Alternance / Campus,,"{""apprenticeship"": 1, ""school_id"": ""S21""}",S21,Diplôme d'ingénieur,Biologie,Lyon
P1851,P1848,BTS Ressources Humaines — Campus,BTS Ressources Humaines — Campus,,"{""school_id"": ""S26""}",S26,BTS,Ressources Humaines,Lille
P1278,P1276,Diplôme d'ingénieur Économie — Alterna,Diplôme d'ingénieur Économie — Alternance,,"{""apprenticeship"": true}",S26,Diplôme d'ingénieur,Économie,Lille
P1143,,Master Logistique,Master Logistique,,,S28,Master,Logistique,Toulouse
P1058,,BUT Logistique,BUT Logistique,,,S23,BUT,Logistique,Lille
P1216,,BTS Sciences Politiques,BTS SCIENCES POLITIQUES,,,S18,BTS,Sciences Politiques,Lyon
P1805,P1803,DN MADE Droit — English / Alternance,DN MADE Droit — English / Alternance,,"{""language"": ""English"", ""apprenticeship"": ""oui"", ""school_id"": ""S22""}",S22,DN MADE,Droit,Strasbourg
P1178,,MBA Management Hôtelier,MBA Management Hôtelier ,,,S34,MBA,Management Hôtelier,Paris
P1092,P1089,BUT Économie — es,BUT Économie — es,,"{""language"": ""es""}",S17,BUT,Économie,Lyon
P1330,P1327,BTS Logistique — IT,BTS Logistique — IT,,"{""language"": ""IT""}",S15,BTS,Logistique,Paris
P1692,P1689,MSc Tourisme — es,MSc Tourisme — es,,"{""language"": ""es""}",S14,MSc,Tourisme,Strasbourg
P1227,,Diplôme d'ingenieur Logistique,DIPLÔME D'INGÉNIEUR LOGISTIQUE,,,S34,Diplôme d'ingénieur,Logistique,Paris
P1204,,MBA Management Hôtelier,MBA Management Hôtelier,MBA Management Hôtelier — programme complet (ancien libellé),,S14,MBA,Management Hôtelier,Strasbourg
P1010,P1007,BTS Sciences Politiques — es,BTS Sciences Politiques — es,,"{""language"": ""es""}",S33,BTS,Sciences Politiques,Lille
P1539,,Bachelor Management Hôtelier,Bachelor Management Hôtelier,,,S30,Bachelor,Management Hôtelier,Rennes
P1559,P1557,MSc Communication — Alternance / Excel,MSc Communication — Alternance / Excellence,,"{""apprenticeship"": true, ""track"": ""excellence"", ""school_id"": ""S11""}",S11,MSc,Communication,Toulouse
P1314,P1313,Master Biologie — IT / Cyber,Master Biologie — IT / Cyber,,"{""language"": ""IT"", ""track"": ""cyber""}",S24,Master,Biologie,Strasbourg
P1685,P1684,BUT Informatique — Data,BUT Informatique — Data,,"{""track"": ""data"", ""school_id"": ""S12""}",S12,BUT,Informatique,Lille
P1733,P1731,MSc Data Science — Alternance / Campus,MSc Data Science — Alternance / Campus,,"{""apprenticeship"": ""oui"", ""school_id"": ""S15""}",S15,MSc,Data Science,Paris
P1569,P1567,BTS Architecture — en / Alternance / R,BTS Architecture — en / Alternance / Red Team,,"{""language"": ""en"", ""apprenticeship"": ""true"", ""track"": ""red team"", ""school_id"": ""S28""}",S28,BTS,Architecture,Toulouse
P1297,,BTS Biologie,BTS Biologie,BTS Biologie — programme complet (ancien libellé),,S23,BTS,Biologie,Lille
P1524,P1523,Licence Marketing — EN,Licence Marketing — EN,,"{""language"": ""EN""}",S35,Licence,Marketing,Paris
P1846,P1845,Licence Pro Psychologie — Internationa,Licence Pro Psychologie — International,,"{""track"": ""international""}",S15,Licence Pro,Psychologie,Paris
P1048,P1044,MSc Droit — Campus,MSc Droit — Campus,,"{""school_id"": ""S32""}",S32,MSc,Droit,Toulouse
P1751,P1748,BUT Génie Mécanique — en,BUT Génie Mécanique — en,,"{""language"": ""en""}",S23,BUT,Génie Mécanique,Lille
P1257,P1253,BUT Économie - EN / Alternance,BUT ÉCONOMIE — EN / ALTERNANCE,,"{""language"": ""EN"", ""apprenticeship"": ""oui""}",S13,BUT,Économie,Paris
P1824,P1821,BUT Informatique — es / International,BUT Informatique — es / International,,"{""language"": ""es"", ""track"": ""international""}",S26,BUT,Informatique,Lille
P1793,P1791,DN MADE Ressources Humaines — en,DN MADE Ressources Humaines — en,,"{""language"": ""en""}",S17,DN MADE,Ressources Humaines,Lyon
P1464,P1463,Licence Pro Génie Civil — Alternance,Licence Pro Génie Civil — Alternance,,"{""apprenticeship"": ""true""}",S11,Licence Pro,Génie Civil,Toulouse
P1334,,MBA Cinéma,MBA Cinéma,,,S11,MBA,Cinéma,Toulouse
P1122,P1119,Master Langues — Alternance / Campus,Master Langues — Alternance / Campus,,"{""apprenticeship"": true, ""school_id"": ""S17""}",S17,Master,Langues,Lyon
P1540,P1539,Bachelor Management Hôtelier — EN / In,Bachelor Management Hôtelier — EN / International,,"{""language"": ""EN"", ""track"": ""international"", ""school_id"": ""S32""}",S32,Bachelor,Management Hôtelier,Toulouse
P1876,P1875,DN MADE Génie Civil — EN,DN MADE Génie Civil — EN,,"{""language"": ""EN"", ""school_id"": ""S15""}",S15,DN MADE,Génie Civil,Paris
P1700,,BTS Design,BTS Design ,,,S16,BTS,Design,Grenoble
P1462,,MSc Génie Mécanique,MSc Génie Mécanique,,,S34,MSc,Génie Mécanique,Paris
P1633,P1632,Diplôme d'ingénieur Logistique — EN / ,Diplôme d'ingénieur Logistique — EN / Alternance,,"{""language"": ""EN"", ""apprenticeship"": true}",S33,Diplôme d'ingénieur,Logistique,Lille
P1150,,Bachelor Tourisme,Bachelor Tourisme,,,S36,Bachelor,Tourisme,Paris
P1484,,Licence Langues,Licence Langues,,,S35,Licence,Langues,Paris
P1130,P1129,CPGE Psychologie — Campus,CPGE Psychologie — Campus,,"{""school_id"": ""S21""}",S21,CPGE,Psychologie,Lyon
P1139,P1138,CPGE Biologie - Alternance / Campus,CPGE BIOLOGIE — ALTERNANCE / CAMPUS,,"{""apprenticeship"": true, ""school_id"": ""S16""}",S16,CPGE,Biologie,Grenoble
P1027,P1025,Licence Pro Design — English,Licence Pro Design — English,,"{""language"": ""English""}",S14,Licence Pro,Design,Strasbourg
P1807,P1806,Licence Pro Biologie — Alternance / Re,Licence Pro Biologie — Alternance / Red Team,,"{""apprenticeship"": ""oui"", ""track"": ""red team""}",S30,Licence Pro,Biologie,Rennes
P1476,,BUT Génie Civil,BUT Génie Civil,,,S18,BUT,Génie Civil,Lyon
P250,P299,MSc Data — EN,MSc Data Science — English Track,,"{""language"":""en""}",S20,MSc,Data,Lyon
P1481,P1480,Licence Architecture — Alternance,Licence Architecture — Alternance,,"{""apprenticeship"": ""true""}",S20,Licence,Architecture,Strasbourg
P1679,,Diplôme d'ingénieur Marketing,Diplôme d'ingénieur Marketing,,,S18,Diplôme d'ingénieur,Marketing,Lyon
P1443,P1442,BTS Génie Civil — en,BTS Génie Civil — en,,"{""language"": ""en""}",S15,BTS,Génie Civil,Paris
P1337,P1334,MBA Cinéma — English / Alternance,MBA Cinéma — English / Alternance,,"{""language"": ""English"", ""apprenticeship"": true, ""school_id"": ""S28""}",S28,MBA,Cinéma,Toulouse
P1072,,Master Génie Civil,Master Génie Civil,,,S30,Master,Génie Civil,Rennes
P1329,P1327,BTS Logistique — Campus,BTS Logistique — Campus,,"{""school_id"": ""S12""}",S12,BTS,Logistique,Lille
P1115,P1113,Diplôme d'ingenieur Ressources Humaine,Diplôme d'ingénieur Ressources Humaines — IT / Recherche ,,"{""language"": ""IT"", ""track"": ""recherche""}",S35,Diplôme d'ingénieur,Ressources Humaines,Paris
P1655,P1652,MBA Sciences Politiques — IT / Alterna,MBA Sciences Politiques — IT / Alternance,,"{""language"": ""IT"", ""apprenticeship"": ""oui""}",S31,MBA,Sciences Politiques,Nantes
P1843,P1840,BTS Design — Alternance / Campus,BTS Design — Alternance / Campus,,"{""apprenticeship"": ""true"", ""school_id"": ""S36""}",S36,BTS,Design,Paris
P1020,,Diplôme d'ingénieur Biologie,Diplôme d'ingénieur Biologie,,,S36,Diplôme d'ingénieur,Biologie,Paris
P1878,,BUT Cinema,BUT CINÉMA,,,S18,BUT,Cinéma,Lyon
P1865,P1863,Licence Pro Genie Mecanique - en,LICENCE PRO GÉNIE MÉCANIQUE — EN,,"{""language"": ""en""}",S35,Licence Pro,Génie Mécanique,Paris
P1732,P1731,MSc Data Science — IT,MSc Data Science — IT,,"{""language"": ""IT""}",S13,MSc,Data Science,Paris
P1396,P1395,Master Communication — English / Data,Master Communication — English / Data,,"{""language"": ""English"", ""track"": ""data"", ""school_id"": ""S19""}",S19,Master,Communication,Lille
P1307,P1305,BTS Commerce — IT,BTS Commerce — IT,,"{""language"": ""IT"", ""school_id"": ""S34""}",S34,BTS,Commerce,Paris
P1247,P1244,DN MADE Langues - Alternance / Data,DN MADE LANGUES — ALTERNANCE / DATA,,"{""apprenticeship"": true, ""track"": ""data""}",S23,DN MADE,Langues,Lille
P1693,,MSc Cinéma,MSc Cinéma,,,S19,MSc,Cinéma,Lille
P1107,P1103,DN MADE Sciences Politiques — anglais ,DN MADE Sciences Politiques — anglais / Alternance,,"{""language"": ""anglais"", ""apprenticeship"": true}",S10,DN MADE,Sciences Politiques,Paris
P202,P200,Bachelor Info — Alternance,Bachelor Informatique — Alternance,,"{""apprenticeship"":""oui""}",S20,Bachelor,Informatique,Lyon
P1776,,Licence Cinéma,Licence Cinéma,,,S35,Licence,Cinéma,Paris
P1322,P1321,Master Finance — Campus,Master Finance — Campus,,"{""school_id"": ""S18""}",S18,Master,Finance,Lyon
P1554,P1552,MBA Communication — es,MBA Communication — es,,"{""language"": ""es""}",S35,MBA,Communication,Paris
P1096,P1094,Diplôme d'ingénieur Psychologie — es /,Diplôme d'ingénieur Psychologie — es / Alternance / Data,,"{""language"": ""es"", ""apprenticeship"": ""oui"", ""track"": ""data"", ""school_id"": ""S16""}",S16,Diplôme d'ingénieur,Psychologie,Grenoble
P1661,P1660,Licence Pro Économie — Campus,Licence Pro Économie — Campus,,"{""school_id"": ""S13""}",S13,Licence Pro,Économie,Paris
P1306,P1305,BTS Commerce — EN / Alternance,BTS Commerce — EN / Alternance,,"{""language"": ""EN"", ""apprenticeship"": ""oui""}",S32,BTS,Commerce,Toulouse
P1060,P1059,Bachelor Communication — IT,Bachelor Communication — IT,,"{""language"": ""IT"", ""school_id"": ""S12""}",S12,Bachelor,Communication,Lille
P1800,,Licence Pro Commerce,Licence Pro Commerce,,,S28,Licence Pro,Commerce,Toulouse
P1251,P1250,MBA Informatique — en,MBA Informatique — en,,"{""language"": ""en""}",S24,MBA,Informatique,Strasbourg
P1279,,DN MADE Design,DN MADE Design,,,S29,DN MADE,Design,Bordeaux
P1697,P1693,MSc Cinéma — es / Alternance,MSc Cinéma — es / Alternance,,"{""language"": ""es"", ""apprenticeship"": true}",S19,MSc,Cinéma,Lille
P1197,,BUT Langues,BUT Langues,,,S12,BUT,Langues,Lille
P1646,P1642,MBA Sciences Politiques — Cyber,MBA Sciences Politiques — Cyber,,"{""track"": ""cyber""}",S33,MBA,Sciences Politiques,Lille
P1248,P1244,DN MADE Langues - es,DN MADE Langues — es ,,"{""language"": ""es""}",S23,DN MADE,Langues,Lille
P1208,P1205,Master Architecture — IT,Master Architecture — IT,,"{""language"": ""IT"", ""school_id"": ""S32""}",S32,Master,Architecture,Toulouse
P1643,P1642,MBA Sciences Politiques — anglais / Al,MBA Sciences Politiques — anglais / Alternance / Double-Diplôme,,"{""language"": ""anglais"", ""apprenticeship"": true, ""track"": ""double-diplôme""}",S33,MBA,Sciences Politiques,Lille
P1816,P1814,MSc Architecture — anglais / Alternanc,MSc Architecture — anglais / Alternance,,"{""language"": ""anglais"", ""apprenticeship"": ""oui""}",S24,MSc,Architecture,Strasbourg
P1564,P1562,BTS Psychologie — Campus,BTS Psychologie — Campus,,"{""school_id"": ""S32""}",S32,BTS,Psychologie,Toulouse
P1349,,Licence Data Science,Licence Data Science,,,S25,Licence,Data Science,Rennes
P1332,,CPGE Langues,CPGE Langues,,,S31,CPGE,Langues,Nantes
P1037,P1035,Diplôme d'ingénieur Management Hôtelie,Diplôme d'ingénieur Management Hôtelier — EN / Cyber,,"{""language"": ""EN"", ""track"": ""cyber""}",S11,Diplôme d'ingénieur,Management Hôtelier,Toulouse
P1414,P1413,BTS Sciences Politiques — English,BTS Sciences Politiques — English,,"{""language"": ""English""}",S22,BTS,Sciences Politiques,Strasbourg
